apkNum,totalPkts,totalPktSize,totalBytesIn,medPktsIn,medPktsOut,avgPktsIn,avgPktSize,maxOutPktSize,ratioNumPkts,minTimeOut,minTimeIn,avgSizepktFlowUDPIn,avgNumpktFlowTCPOut,avgSizepktFlowTCPOut,Result
1-pumbadev.dancergirl,877,413779,167285,61.0,193.0,377.62,0.0,5652,1.02,0.03,0.0,45.45,0.44,341.45,1
1-com.burningpassion.englishtotamilv2,588,224057,91968,61.0,121.0,290.12,0.0,2852,1.16,0.25,0.22,81.58,0.31,253.89,1
0-com.lifesavi.wabstimer,45,14463,5145,60.0,227.0,223.7,0.0,1452,1.05,0.0,0.0,0.25,0.5,318.73,0
1-com.gau.go.launcherex.theme.themesfordroidleopardtheme,689,316762,119742,60.0,218.5,333.54,0.0,4252,1.06,0.03,0.0,13.64,0.41,340.37,1
0-com.vcgames.SuperheroFight,2,104,52,52.0,52.0,52.0,0.02,52,1.0,0.0,0.13,75.94,0.5,0.5,0
0-cn.JK.P2PNetCamWisdomeye.fdcam,244,56443,27972,60.0,60.0,199.8,0.0,2920,1.27,0.02,0.0,0.08,0.32,154.65,0
1-com.gamedolphin.flower.fateframes,6110,1071211,636418,60.0,52.0,200.76,0.01,5724,1.07,0.0,0.35,8.44,0.29,62.4,1
0-jp.gr.java_conf.kyu49.pokemana,221,168664,24448,52.0,1470.0,262.88,0.0,2888,0.73,0.0,0.0,0.07,1.57,1950.24,0
1-com.pokemoncard,659,296602,108530,52.0,192.0,315.49,0.0,4252,1.09,0.03,0.0,1.15,0.45,423.85,1
1-com.xdroid.iphone4.holy.bible,3,977,977,404.0,404.0,325.67,0.0,404,1.0,10.56,10.56,1.99,0.43,437.53,1
0-com.braveorange.firewire,4111,3219486,167164,64.0,1500.0,89.92,0.0,1470,0.83,0.02,0.0,0.02,1.0,1424.36,0
0-com.homestaycoorg.user.searchcoorg,1371,889822,140494,52.0,1470.0,220.56,0.0,1278,0.87,0.0,0.0,95.8,0.9,1202.75,0
0-com.stoy.nabulsitafseerdroid2017,440,270910,90996,52.0,990.5,417.41,0.0,4306,0.98,0.0,0.0,0.04,1.04,963.22,0
0-com.promineo.garfieldfoodtruck,711,369034,69519,133.5,995.0,463.27,0.0,2600,1.77,0.02,0.02,18.93,1.0,621.41,0
0-com.andromo.dev540217.app537481,3007,2112514,177552,184.0,4510.0,595.24,0.02,7421,3.75,0.1,0.01,1.57,4.01,4678.969999999998,0
0-com.syedasadraza5.DUA_SABAASAB,1114,637166,99953,60.0,1278.0,194.08,0.0,2888,0.86,0.0,0.0,3.18,0.63,756.66,0
1-com.jansendev.njjazz,653,295152,107772,60.0,205.0,319.8,0.0,2852,1.06,0.03,0.0,0.71,0.48,435.27,1
0-com.gmail.cesar.rek.io,296,140872,110824,569.0,54.0,671.66,0.0,1470,1.26,0.06,0.0,115.38,0.62,550.88,0
0-macrameknots.nudosmacrame.macrame,118,62489,13071,60.0,1105.0,225.36,0.0,1278,0.97,0.03,0.0,27.63,0.71,849.12,0
1-com.boa.playballbutton,220,61895,29130,61.0,60.0,251.12,0.0,1452,1.09,0.0,0.02,0.02,0.42,186.3,1
0-com.waleed.taxialaanfortaxiss,3565,3462350,102515,61.0,1278.0,134.53,0.0,1278,0.27,0.55,0.0,6.19,0.54,553.38,0
0-com.gameiva.happyhalloweenhiddenobjects,282,179342,25637,52.0,1452.0,187.13,0.0,4252,0.94,0.0,0.0,11.35,0.73,854.03,0
0-com.thevaluedeals.thevaluedeals,12171,10077011,819115,63.0,1278.0,196.29,0.0,5652,0.52,0.0,0.12,15.92,0.82,1078.73,0
0-com.algerino.music,2886,2183146,144701,52.0,1448.0,116.88,0.0,1470,0.75,0.05,0.0,6.73,0.71,968.01,0
1-com.tallsnail.sportro,877,428439,128257,52.0,489.0,275.82,0.0,5652,1.04,0.03,0.0,23.21,0.67,670.24,1
1-com.kode.dcw,6,1065,888,404.0,404.0,222.0,0.01,404,1.0,4.68,4.68,0.5,0.25,0.25,1
1-com.android4world.ybbfuvkhnaiqteb,709,310398,119963,52.0,125.0,327.77,0.0,8560,1.05,0.03,0.0,8.27,0.45,378.58,1
0-com.ds.CCIPSA,20,4142,1707,62.0,86.0,170.7,0.0,615,1.0,0.02,0.0,0.5,0.45,170.91,0
1-com.arun.southactress,118,37913,21758,72.0,89.0,334.74,0.0,1470,1.18,6.94,6.92,51.15,0.39,241.0,1
0-com.neumann.everestbaccaratkingdom,62,17816,5310,60.0,111.0,156.18,0.0,877,1.21,0.0,0.0,0.12,0.31,228.86,0
1-com.yukka.livewallpaper.scrollable3,640,277867,103290,52.0,131.0,309.25,0.0,4252,1.06,0.0,0.01,17.28,0.41,355.59,1
1-com.svdev.gpswidget,103,17265,6695,52.0,52.0,119.55,0.01,1452,1.1,0.0,0.12,0.2,0.29,135.51,1
1-oscar.presidente.instarage,1863,716822,246851,52.0,92.0,244.65,0.0,5652,1.18,0.0,0.12,6.17,0.42,364.2,1
0-com.yuuzoo.YuuVillage,108,23578,9494,60.0,52.0,175.81,0.0,1432,1.0,0.0,0.0,0.25,0.29,121.7,0
0-com.morxmob.newcameranine,29,11832,2636,52.0,596.0,175.73,0.0,1291,1.07,0.02,0.0,0.5,0.62,600.23,0
1-com.satsuma.childnames,111,32552,13952,62.5,90.0,240.55,0.0,1278,1.05,1.12,1.12,0.03,0.5,299.93,1
1-com.shurjomukhi.bigbasht20,994,456269,148475,52.0,264.0,288.3,0.0,5724,1.07,0.0,0.03,0.94,0.53,484.7,1
0-com.DesignOfFishPonds.gibran,277,197346,23462,52.0,1470.0,205.81,0.0,2888,0.7,0.0,0.0,0.05,0.67,806.58,0
1-com.LNCcATOH.Pl1xgKPa.g_97,3263,790225,578435,172.0,52.0,308.33,0.0,4209,1.34,0.02,0.0,4.78,0.25,58.44,1
1-com.Kingloft.FotoFuniaNew,1028,506973,173878,60.0,305.0,342.95,0.0,5652,0.97,0.0,0.03,48.15,0.47,432.99,1
1-com.AppsCafe.hair_style,16137,1935154,1537910,60.0,52.0,186.87,0.01,468,1.04,0.0,0.03,0.5,0.27,12.9,1
1-com.zonder.dolphinsreaflivewallpaper,731,243545,85567,60.0,93.0,217.18,0.0,4209,1.16,0.03,0.0,0.65,0.4,272.58,1
1-com.booster.soundvolumeboosterpro,254,114318,33783,62.0,404.0,257.89,0.0,4252,1.05,15.62,15.62,13.07,0.39,347.73,1
0-com.war.game.sexy.warrior.knight,18149,19105465,417815,196.0,3834.0,460.04,0.0,4218,0.64,0.42,0.38,16.1,0.91,698.03,0
1-com.book.zhingoora.frederickandcatherine,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.36,0.36,0.5,0.5,0.5,1
1-com.appsministry.litres.book4989124,4113,3500735,217890,52.0,1500.0,139.49,0.0,4252,0.61,0.03,0.0,10.07,1.13,1593.03,1
0-com.DemiCinta.BenCanonboltFightalien,8620,7832917,279011,64.0,1500.0,80.87,0.0,5724,0.67,0.0,0.0,0.03,0.99,1463.24,0
0-com.riffaas.hillclimb,134,45047,14420,52.0,90.0,206.0,0.0,2888,1.09,0.02,0.0,0.5,0.35,224.11,0
1-com.hockeyclock.niegi,771,376050,179447,60.0,79.0,463.69,0.0,7052,1.0,0.0,0.01,13.7,0.57,367.25,1
1-com.relaxhotlivewallpaper.cool,17253,2074053,1649669,60.0,52.0,187.38,0.01,468,1.04,0.0,0.03,0.5,0.27,12.76,1
1-com.yudiz.autocallaction,4121,930843,451680,60.0,52.0,214.27,0.0,7142,1.04,0.04,0.0,5.27,0.36,120.86,1
1-com.baubau.skhdgallofanim,16,3846,3301,208.5,226.0,275.08,0.0,1452,1.0,0.0,0.0,0.25,0.44,52.22,1
1-com.immersionsystems.phlonegap.testfree,3958,2550149,340138,52.0,1452.0,186.68,0.0,5652,0.84,0.0,0.01,35.96,0.42,536.26,1
1-emr.auroraboreal,16488,1956838,1553253,60.0,52.0,184.08,0.01,468,1.05,0.04,0.0,0.5,0.26,12.44,1
1-com.flowersallphotogallery.flo,202,64283,25727,62.5,70.0,252.23,0.0,1452,1.02,0.0,0.11,0.02,0.39,203.42,1
1-com.app.IDCalendarOnly,1154,452487,179714,60.0,92.0,295.1,0.0,5652,1.11,0.0,0.02,53.33,0.4,285.78,1
1-com.freeapp.args,685,302566,108195,52.0,206.0,309.13,0.0,5652,1.04,0.04,0.0,1.22,0.41,327.93,1
0-com.evilduck.musiciankit,126,71925,7861,61.0,1278.0,142.93,0.0,1274,0.77,0.0,0.0,4.28,1.25,1643.39,0
1-com.botanyapps.botanydictionary,6,1065,888,404.0,404.0,222.0,0.01,404,1.0,5.33,5.33,0.5,0.25,0.25,1
1-com.stormstudios.osuruksesleri,691,312400,124181,56.0,149.0,333.82,0.0,4252,1.07,0.03,0.0,0.01,0.43,365.26,1
0-com.jaanhsoft.celecon,26,4207,2276,143.5,143.0,315.5,0.02,1150,1.89,0.02,0.02,16.119999999999994,1.28,1148.9499999999996,0
0-com.brosgames.flyingbikeracing,394,127116,21872,52.0,79.0,101.73,0.0,1382,1.2,0.03,0.0,0.07,0.3,269.95,0
1-com.chennaiexpresswall,127,18255,6852,52.0,52.0,105.42,0.01,1452,1.02,0.0,0.09,0.25,0.26,103.1,1
0-me.doubledutch.barclaysdemoapp,4,262,262,79.0,79.0,65.5,0.02,80,1.0,0.0,0.0,27.63,0.67,26.33,0
1-kibbo.soft.BlueLongNeonBar,705,313835,112694,60.0,230.0,307.91,0.0,5652,1.07,0.0,0.01,7.8,0.58,497.63,1
1-com.compagerd.easy_finance.personal,5622,970144,572263,60.0,52.0,198.43,0.01,2852,1.05,0.02,0.0,49.58,0.35,63.62,1
0-com.hartman.timecard,63,19992,3764,52.0,219.5,107.54,0.0,569,1.25,0.02,0.0,0.17,0.48,476.1,0
1-sho.app22,844,407485,188533,61.0,125.0,432.42,0.0,4252,1.05,0.0,0.0,47.84,0.49,384.46,1
1-com.managementapps.managementtermsdictionary,822,318601,136131,63.0,83.0,306.6,0.0,2852,1.17,0.02,0.0,86.05,0.45,362.56,1
1-com.coffee.maker.nuttyapps,3147,1667554,352354,104.0,1600.0,510.32000000000005,0.0,8816,1.92,0.08,0.05,47.62,0.6699999999999999,578.41,1
1-com.symapp.sailling,27,6697,1668,40.0,373.5,111.2,0.0,404,1.07,0.0,0.0,0.5,1.0,188.11,1
1-com.gameguide2.taptaprevenge4,927,401641,154040,60.0,125.0,318.26,0.0,5652,1.07,0.03,0.0,0.72,0.43,329.64,1
1-useme.greenlivewall,782,350506,135849,60.0,149.0,346.55,0.0,4306,1.01,0.0,0.13,2.69,0.38,286.84,1
1-com.gamedolphin.flower.loveinstagram,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
0-sagestudio4.saraswatipujaphotoframe,198,156048,13631,52.0,1470.0,177.03,0.0,2888,0.64,0.02,0.0,0.07,1.39,1928.71,0
1-com.larocheent.gamecallerelkads,1158,515874,199973,60.0,139.0,324.63,0.0,4252,1.13,0.02,0.0,60.08,0.41,345.84,1
1-com.quixotic.adultappmart,1234,547536,164136,52.0,307.0,254.87,0.0,5652,1.09,0.03,0.0,5.99,0.55,494.62,1
1-com.musiclwps.chemicalromance,1216,464042,166415,60.0,97.0,262.07,0.0,5652,1.06,0.03,0.0,9.04,0.48,338.22,1
0-com.emrg.games.sodagummybear,382,216090,42420,104.0,1449.0,572.94,0.0,5194,1.59,0.03,0.09,5.6,1.29,676.84,0
1-com.hardcoreapps.aplausos,749,335520,125551,60.0,149.0,325.26,0.0,4252,1.03,0.02,0.0,5.47,0.43,371.43,1
0-com.worldfestivalapps.navratrigarbadownload2016,535,305215,104974,3036.0,486.5,1910.47,0.0,10030,1.4300000000000002,0.05,0.0,34.92,2.38,1129.12,0
1-com.pearl.imobi.quoteswallpaper,992,488092,132689,52.0,404.0,265.38,0.0,4252,0.99,0.03,0.0,0.01,0.52,527.17,1
1-com.cinix.mobile.toolset,907,406069,156825,60.0,184.0,327.4,0.0,4252,1.11,0.04,0.0,34.89,0.46,379.89,1
0-com.zubrmobile.reclike,545,224559,53116,104.0,123.0,277.49,0.02,5881,1.6,0.05,0.0,0.1,1.1,314.42,0
1-com.iapps_space.striker,1744,557024,324596,69.0,52.0,339.89,0.0,7052,1.21,0.03,0.0,11.43,0.35,161.07,1
1-com.puzzlejupie.shoes1,823,392323,151833,61.0,214.0,353.1,0.0,5652,1.09,0.03,0.0,65.93,0.4,344.51,1
1-com.historia.lovegames,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
1-com.mbpl.app.increaseyourconcentration,1584,811295,281780,114.0,1450.5,668.1500000000002,0.0,9904,2.03,0.12,0.07,47.25,0.77,605.66,1
0-com.gcpro.gangster.vegas.crime.soldier.mafia,109,40467,16962,60.0,214.0,282.7,0.0,1500,1.22,0.04,0.0,0.1,0.28,262.57,0
0-com.t_999appsdeveloper.A999_Eye_Health,3728,2833108,217490,61.0,1278.0,171.52,0.0,4252,0.52,0.04,0.0,3.84,0.74,804.55,0
1-com.huadiap.dianhuap,698,277865,111342,61.0,146.0,289.2,0.0,2852,1.1,0.03,0.0,67.28,0.39,301.67,1
1-com.AppRocks.flower.mania.lite,1276,690382,207409,60.0,458.5,326.63,0.0,4252,0.97,0.0,0.3,30.37,0.6,615.35,1
0-com.gtm.yogom,41,3565,2059,112.0,112.0,145.29000000000005,0.03,422,2.62,0.06,0.06,0.34,0.8,29.8,0
0-com.fameelee.app,2376,1598583,171284,156.0,1709.0,585.63,0.0,4500,2.9400000000000004,0.26,0.53,0.11,1.89,1896.87,0
0-com.BytesCrafter.DanceEvolutionFreetyle,555,259415,68994,52.0,237.0,260.35,0.0,1470,0.91,0.0,0.0,0.01,0.5,412.03,0
1-com.androidapphacks.clock.TERM,599,273656,101907,52.0,130.0,330.87,0.0,5652,1.02,0.03,0.0,0.83,0.38,321.32,1
0-systems.kuvik.txu,27,1621,1123,60.0,60.0,62.39,0.02,83,1.38,0.02,0.0,0.17,0.75,32.62,0
1-com.vishnu.mantra,3230,1614571,606506,60.0,208.0,375.78,0.0,5792,1.0,0.05,0.0,92.15,0.49,440.18,1
0-com.dress.SchoolDressUpBallMakeoverGamefG,96,24941,10916,127.5,117.0,486.13,0.0,2357,2.03,0.05,0.0,0.24,0.71,297.35,0
1-com.Droidstars.personality.detector,2460,1259711,293227,52.0,701.0,235.15,0.0,7142,1.0,0.03,0.0,67.86,0.65,708.28,1
1-com.appsministry.litres.book4441911,6,2328,1637,590.5,521.5,409.25,0.0,777,1.0,27.24,27.24,0.5,0.67,213.33,1
0-com.leica.zenoconnect,7,383,263,79.5,40.0,65.75,0.02,83,1.33,0.05,0.0,0.5,0.5,10.25,0
0-com.sonos.acr,436,77574,77286,407.0,407.0,377.98,0.01,436,2.0,0.04,0.0,4.42,0.52,495.66,0
1-com.hardcoreapps.camionshaker,17024,2057732,1634925,60.0,52.0,188.81,0.01,1452,1.03,0.0,0.0,115.31,0.27,12.64,1
0-com.lyrics.robbiewiliamlyrics,3888,3217338,142521,52.0,1500.0,86.32,0.0,5811,0.74,0.38,0.0,0.04,0.73,1047.62,0
0-com.bubblesoft.android.bubbleds2,51,7683,7683,151.0,151.0,150.65,0.01,161,1.02,0.0,0.0,0.07,1.0,234.4,0
1-com.litvinka.lwp.sparklingwolf,6,902,417,52.0,52.0,139.0,0.01,313,1.0,0.06,0.0,11.76,0.17,0.17,1
0-com.khassida.karamna,2,104,52,52.0,52.0,52.0,0.02,52,1.0,0.0,0.39,0.5,0.5,0.5,0
0-com.jack45.jack,310,103757,63497,65.0,57.0,394.39,0.0,2948,1.08,0.0,0.08,68.91,0.33,225.16,0
1-livewallpapers.wackiapps.deathgrimreaper,873,405890,171789,61.0,148.0,380.06,0.0,4306,1.06,0.14,0.09,52.45,0.4,317.85,1
1-com.shakeshakeapp.squeezetoy,5,981,981,73.0,404.0,196.2,0.01,404,1.25,0.0,0.0,0.33,0.5,0.5,1
0-com.kitabihyaulumudin.forextrandingonline,1070,378148,152439,52.0,60.0,295.42,0.0,4306,0.93,0.12,0.0,0.03,0.36,225.14,0
1-com.synchdroid,177,23048,19172,60.0,52.0,186.14,0.01,639,1.32,0.82,0.0,0.25,0.28,12.97,1
1-com.coodeev.marijuana_battery,838,323026,146978,60.0,60.0,362.01,0.0,4252,0.94,0.0,0.16,141.44,0.56,304.39,1
1-com.ghostdev.nameofallah,6,1065,888,404.0,404.0,222.0,0.01,404,1.0,2.99,2.99,0.5,0.25,0.25,1
0-com.nonvegjokesinhindi.newedition,1196,972627,33816,156.0,3088.5,192.96,0.02,1190,2.6,0.22,0.08,1.5,4.58,6519.68,0
1-com.christmaspacapps.wallpaper,2591,1566723,253829,52.0,1452.0,193.76,0.0,5652,1.02,0.03,0.0,43.92,0.4,485.51,1
0-com.lose.weight11,243,176512,29074,52.0,1470.0,302.85,0.0,4306,0.65,0.03,0.0,0.08,0.69,728.27,0
1-com.freeandro.quran.maiqly,847,366551,140286,60.0,144.0,307.64,0.0,7052,1.07,0.03,0.0,0.44,0.42,346.65,1
1-meansoft.koehler.illumination.calculator,763,267503,92905,60.0,136.0,224.95,0.0,2852,1.09,0.03,0.0,0.49,0.48,332.86,1
1-com.logo.original,15,1849,1172,52.0,125.0,130.22,0.01,404,1.12,33.09,33.09,0.5,0.08,0.08,1
0-com.HnSoft.PhoenixLWP3D,17059,13999192,618834,132.0,2918.0,168.03,0.0,7194,1.55,0.0,0.0,6.51,1.41,2015.0,0
1-com.light.photo_effects_frame,951,422271,159800,60.0,148.5,327.46,0.0,4252,1.03,0.0,0.02,46.74,0.42,354.99,1
1-com.desirebeautifulphotogallery.flo,778,303843,134932,62.0,123.0,312.34,0.0,2852,1.16,0.03,0.0,124.34,0.39,325.05,1
0-air.ajazgames.escapemorningalarm,6,491,491,89.0,89.0,81.83,0.01,89,1.5,0.0,0.0,0.25,1.0,1.0,0
0-com.meitu.meiyancamera,320,85871,26430,92.0,116.0,205.57,0.02,1522,1.95,0.0,0.07,0.08,0.54,286.58,0
1-com.koreapacapps.wallpaper,1375,741833,157258,52.0,1011.5,234.36,0.0,4252,0.95,0.0,0.03,1.88,0.47,493.0,1
0-com.androiderapps.prayerbook,630,448528,255001,96.0,52.0,973.29,0.0,5746,0.71,0.0,0.0,0.04,0.85,361.13,0
1-com.demo.BADDAY,860,403765,180647,61.0,144.5,403.23,0.0,4306,1.08,0.0,0.12,78.71,0.42,340.35,1
0-com.timasayers.btcpop,5432,4187912,363232,73.0,1228.0,217.9,0.0,4306,0.44,0.0,0.0,17.75,0.74,835.07,0
0-rtw.com.pokemoncatch,964,740872,36002,122.0,2556.0,258.95,0.0,2556,1.25,0.77,0.04,7.1400000000000015,1.53,1643.0300000000002,0
1-com.mp3.downloader1.pro_ver,1064,430830,155596,52.0,142.0,272.5,0.0,4306,1.07,0.0,0.0,4.68,0.44,340.87,1
0-com.naxeex.alien.war.the.last.day,4445,3710008,204487,52.0,1500.0,106.95,0.0,5652,0.75,0.05,0.0,36.42,1.28,1840.21,0
0-com.caksys.website7apk,263,168712,23196,112.0,1616.0,471.02,0.0,2565,1.72,0.02,0.6,1.07,0.94,726.7700000000002,0
0-com.milliongamesnew.impossiabletracks2019,11343,9079951,386259,52.0,1500.0,77.64,0.0,2868,0.78,0.02,0.0,19.04,0.84,1192.18,0
1-com.picks.topmusicplayer,14405,1729924,1372197,60.0,52.0,187.31,0.01,468,1.03,0.04,0.0,0.5,0.28,13.5,1
0-com.moss.mussayyabamin.nailartdesigns,219,169939,25393,52.0,1470.0,295.27,0.0,2888,0.65,0.05,0.0,0.08,0.61,683.61,0
0-com.thinc_easy.schoolmanager,383,213562,34161,104.0,1732.0,386.65,0.0,2459,2.41,0.35,0.61,0.08,0.93,966.32,0
0-air.br.com.megajogos.mobile,1196,925938,62567,1155.5,1595.5,1090.9199999999996,0.0,4410,2.78,0.07,0.03,1.3,2.18,1299.9,0
1-com.topsnowfalllivewallpaper.xmlwp,775,344424,126802,60.0,184.0,313.87,0.0,5652,1.09,0.0,0.0,5.58,0.41,345.62,1
1-com.autoimmagini.hyundai,5412,3942334,248413,61.0,1452.0,103.38,0.0,2852,0.8,0.05,0.0,11.42,0.91,1221.69,1
1-com.santosjuegos.marseillaise,788,337572,129491,52.0,121.0,318.16,0.0,4306,1.05,0.0,0.09,3.98,0.43,361.32,1
1-foru.tourism.redfort,17631,2083078,1653878,60.0,52.0,182.49,0.01,468,1.06,0.0,0.0,0.5,0.26,12.21,1
1-com.americancars,932,448982,206115,61.0,83.0,441.36,0.0,4252,1.0,0.02,0.0,3.57,0.57,401.25,1
1-com.technoshaaf.shaafwallpaper.nissan,748,328727,112885,60.0,212.0,289.45,0.0,5652,1.08,0.03,0.0,10.24,0.45,423.09,1
0-air.bullstudios.mynewbornfarmadventures,302,64548,31638,60.0,76.0,202.81,0.0,1274,1.07,0.0,0.0,0.02,0.31,106.55,0
1-com.madepadev.cuccioli,657,288928,74797,52.0,404.0,217.43,0.0,4252,1.07,0.02,0.0,5.77,0.45,478.13,1
1-com.sdcard.jlapp.manager,14937,1807160,1425371,60.0,52.0,187.06,0.01,1452,1.04,0.0,0.0,0.1,0.27,13.63,1
0-com.Haverstack.LotusEatersClub,254,95430,52420,158.0,168.5,878.27,0.0,3884,2.23,0.16999999999999998,0.06,131.39999999999998,1.42,611.63,0
0-com.Barisal,7706,6408618,320514,52.0,1278.0,123.32,0.0,4306,0.51,0.0,0.0,4.73,0.78,1019.84,0
1-frameworks.naruto,1231,516315,192548,60.0,107.0,293.07,0.0,5652,1.06,0.0,0.0,1.37,0.57,427.39,1
1-com.tiger.lwp.DuckMagicLiveWallpaper,1564,767254,304510,60.0,150.0,384.48,0.0,7052,1.02,0.0,0.01,81.47,0.43,329.07,1
1-com.puzzlePuzzle.Crazycars1,4474,765439,480856,60.0,52.0,209.34,0.01,4252,1.04,0.0,0.15,17.14,0.35,62.17,1
0-com.EngagementRingSets.nischias,325,216351,24873,104.0,1586.5,241.99,0.01,2940,1.88,0.01,0.01,0.1,1.23,1175.65,0
0-com.rrgyezezdd,234,172093,26949,104.0,1510.0,350.09,0.02,2971,1.69,0.05,0.0,0.14,1.17,825.38,0
1-com.cubedroid.BlackBear,700,299208,110139,52.0,125.0,302.58,0.0,5652,1.06,0.0,0.05,8.89,0.39,339.11,1
0-com.How.to.Sprint.Steps,10207,8524316,352139,64.0,1448.0,81.97,0.0,2852,0.73,0.0,0.0,13.53,0.86,1231.61,0
0-ph.newsim.mobile.newsim,667,319155,52256,52.0,666.0,163.81,0.0,2812,0.92,0.02,0.0,9.42,0.75,652.85,0
1-com.coffeecoder.khabarnaak,1069,509004,263434,69.0,90.5,455.77,0.0,4252,1.11,0.0,0.0,106.97,0.41,324.6,1
1-com.mastah.chinesehoroscope,116,32141,24664,52.0,52.0,425.24,0.0,1452,0.95,0.0,0.0,0.2,0.55,96.45,1
0-com.natureSounds.relaxing.yoga.sleep.timer,509,356668,174545,165.5,60.0,815.63,0.0,5724,0.73,0.03,0.0,52.83,1.21,675.42,0
1-com.appsministry.litres.book4237395,3987,3382239,185364,52.0,1500.0,125.59,0.0,2852,0.59,0.03,0.0,2.92,1.19,1684.05,1
1-com.zoryth.kotrdragrace,773,336317,127008,60.0,149.0,319.12,0.0,5652,1.05,0.07,0.0,0.52,0.34,259.31,1
0-com.exlivinapps.slamfmappradio,641,362678,41988,52.0,1452.0,132.87,0.0,2888,0.97,0.04,0.0,0.02,0.56,688.66,0
1-com.autoimmagini.toyota,1348,656630,145435,52.0,617.0,213.56,0.0,4306,1.02,0.0,0.01,2.04,0.73,720.13,1
0-com.killersushigames.hornbutton,1615,918019,144438,115.0,1564.0,488.44,0.0,8710,1.78,0.0,0.02,40.29,2.18,2304.94,0
1-app.indobrain.islamic.content,1719,1136918,167652,52.0,1452.0,207.49,0.0,5652,0.85,0.01,0.0,0.62,0.76,943.22,1
1-com.prslogics.sexlifetips,923,387327,138904,60.0,125.0,289.99,0.0,4252,1.06,0.03,0.0,1.18,0.38,287.1,1
0-com.gpsc.gujarat.preparation,29185,19151133,1416025,52.0,1452.0,105.73,0.0,949,0.85,0.0,0.0,0.01,0.39,508.19,0
1-com.jb.gosms.theme.ta.cuteanimals,15216,1829671,1453734,60.0,52.0,188.67,0.01,468,1.03,0.0,0.05,0.71,0.27,12.99,1
1-com.mbpl.shayarismscollection786,1214,507977,202112,52.0,83.0,312.38,0.0,5724,1.1,0.0,0.0,78.95,0.33,292.46,1
0-com.playshoo.texaspoker.balkan.hd,476,268310,27369,133.5,1561.0,362.16,0.0,2561,1.93,0.02,0.03,1.06,1.35,1167.77,0
1-com.Screen.Transparent,4,908,868,404.0,404.0,289.33,0.0,404,1.0,0.0,0.0,0.5,0.5,0.5,1
0-com.haddadalwitopsongcollection.moeslimapps,252,185975,24664,1522.0,1522.0,1257.5800000000004,0.0,5897,1.1800000000000002,0.11,0.0,0.14,2.95,1519.95,0
1-com.gameguide.mcSlotsCasinoCheats,1311,506158,260712,64.0,60.0,399.25,0.0,5652,0.98,0.01,0.0,1.94,0.39,197.96,1
1-com.shakeshakeapp.swords,662,294472,103170,64.0,149.5,301.67,0.0,4252,1.04,0.0,0.01,15.72,0.4,357.93,1
0-elemmingsidev.thelemmingstwo,4033,4090368,101601,247.5,1338.0,386.26,0.0,2027,1.22,0.07,0.14,2.61,1.25,435.33,0
0-com.MaxImages.Canada67,289,185978,38051,112.0,1591.0,603.03,0.0,5580,1.69,0.02,0.55,1.07,1.45,1191.96,0
1-com.makemedroid.key6b97e0ee,16385,1974805,1561037,60.0,52.0,186.75,0.01,2852,1.04,0.0,0.01,34.36,0.27,13.47,1
0-com.prime.studio.apps.route.finder.map,781,475349,50763,104.0,1502.0,193.76,0.02,2940,1.61,0.05,0.0,0.06,0.98,778.36,0
0-com.legitapps.unoh,610,61277,26180,104.0,117.0,143.64,0.03,354,1.86,0.05,0.0,1.0,1.28,137.78,0
0-com.twinkleapps.healthcareapps,646,344444,141129,63.0,155.0,445.2,0.0,5724,0.96,0.46,0.0,129.52,0.5,478.98,0
0-com.next.babyphotomontage,328,230853,28868,52.0,1452.0,215.43,0.0,4252,0.69,0.05,0.0,0.06,0.79,951.5,0
1-ace.droid.expenses2,5551,952978,577943,60.0,52.0,203.36,0.01,4252,1.05,0.03,0.0,11.43,0.34,63.48,1
1-com.golocker.theme.themesarchitect.pinkzebra,96,40626,14668,67.0,220.0,299.35,0.0,2852,1.0,0.02,0.0,1.94,0.95,643.09,1
1-com.appsministry.litres.book118383,4329,3664114,232110,52.0,1500.0,142.22,0.0,4252,0.6,0.0,0.0,0.82,1.34,1883.05,1
0-arthiritis.pain.relief,1407,877263,108421,52.0,1452.0,174.31,0.0,4306,0.79,0.33,0.0,2.5,0.74,889.88,0
0-appinventor.ai_swarajbac.Algae,2,104,52,52.0,52.0,52.0,0.02,52,1.0,0.0,0.07,4.49,0.5,0.5,0
0-com.exlivinapps.ndrinfomediathekradioappde,812,514824,58163,52.0,1452.0,158.92,0.0,4252,0.82,0.0,0.0,5.83,0.36,432.68,0
0-red.box,167,50806,22842,68.0,73.0,271.93,0.0,1278,1.01,0.03,0.0,13.28,0.85,488.26,0
0-com.guides.minube.lisboa,167,45148,10064,52.0,94.5,113.08,0.0,702,1.14,0.0,0.0,0.12,0.45,340.3,0
1-miao.app.MandarinVocabAlbumOneForChineseNoVoiceSupportV2,955,424797,149753,52.0,150.0,287.99,0.0,5652,1.12,0.05,0.0,2.52,0.53,462.95,1
1-emr.fenomenosatsmosfericos,904,417611,172878,61.0,149.0,351.38,0.0,5652,1.08,0.05,0.0,90.21,0.38,334.89,1
